TRADEDATE,FIVE,MGNT,LNTA,MVID
2021-03-10,2425.5,5070.0,256.5,788.8
2021-03-11,2518.5,5096.5,258.4,756.8
2021-03-12,2488.0,5135.5,257.2,726.6
2021-03-15,2500.0,5217.5,258.4,740.0
2021-03-16,2490.0,5170.5,258.6,735.2
2021-03-17,2575.5,5274.5,270.0,712.9
2021-03-18,2609.5,5362.0,262.0,720.3
2021-03-19,2545.0,5428.5,254.0,711.1
2021-03-22,2483.5,5409.0,256.0,717.7
2021-03-23,2431.0,5300.5,248.8,720.9
2021-03-24,2433.5,5354.5,247.9,721.5
2021-03-25,2409.5,5294.5,243.9,716.0
2021-03-26,2395.0,5348.0,246.7,720.0
2021-03-29,2411.5,5300.0,247.0,726.0
2021-03-30,2400.0,5281.0,246.6,719.7
2021-03-31,2448.0,5344.5,245.4,728.0
2021-04-01,2435.0,5293.5,245.9,726.2
2021-04-02,2444.0,5301.5,246.3,723.0
2021-04-05,2448.0,5254.5,245.3,724.0
2021-04-06,2394.0,5110.5,244.3,714.0
2021-04-07,2379.5,5080.0,240.7,716.7
2021-04-08,2397.0,5099.0,239.5,724.0
2021-04-09,2386.0,5135.0,235.2,720.0
2021-04-12,2421.0,5180.0,239.5,714.6
2021-04-13,2411.0,5134.5,241.6,713.0
2021-04-14,2383.0,5095.0,240.9,708.3
2021-04-15,2392.0,5111.5,237.0,700.0
2021-04-16,2389.0,5111.5,238.8,689.7
2021-04-19,2392.0,5095.5,240.3,697.5
2021-04-20,2372.0,5086.0,237.3,698.9
